10,1,1,0.391447,0.060154,0.257204,0.004047,0.28427,0.002878
10,1,2,0.275008,0.345441,0.164351,0.014183,0.193735,0.007282
10,1,3,0.098577,0.680581,0.087625,0.027305,0.092217,0.013695
10,1,4,0.024689,0.872875,0.025106,0.034925,0.024935,0.017471
10,1,5,0.010181,0.906933,0.010133,0.041145,0.010151,0.021457
10,1,6,0.030862,0.849992,0.0308,0.037383,0.030823,0.020141
25,2,1,0.205968,0.406977,0.17741,0.01792,0.181911,0.009815
25,2,2,0.197718,0.607458,0.068873,0.024664,0.088763,0.012523
25,2,3,0.35875,0.388002,0.090881,0.015602,0.138922,0.007843
25,2,4,0.413273,0.263221,0.126146,0.010551,0.181523,0.005287
25,2,5,0.425967,0.228277,0.137186,0.009139,0.194858,0.004574
25,2,6,0.417148,0.217559,0.146767,0.008705,0.205465,0.004354
25,2,7,0.361044,0.273377,0.149905,0.010936,0.199269,0.005469
25,2,8,0.293273,0.355406,0.145413,0.014217,0.184583,0.007109
25,2,9,0.231644,0.443454,0.135673,0.017738,0.162621,0.008869
25,2,10,0.17096,0.557231,0.111532,0.022289,0.126843,0.011145
25,2,11,0.135723,0.619625,0.09863,0.024785,0.108845,0.012393
25,2,12,0.096306,0.688838,0.082476,0.031745,0.087678,0.012957
25,2,13,0.043188,0.827339,0.037504,0.03942,0.037994,0.014555
27,2,1,0.170928,0.456509,0.170928,0.019901,0.170928,0.010805
27,2,2,0.038139,0.834756,0.038139,0.033756,0.038139,0.017069
27,2,3,0.00851,0.919155,0.00851,0.036848,0.00851,0.018467
27,2,4,0.002318,0.936795,0.002318,0.037494,0.002318,0.018759
27,2,5,0.000853,0.940968,0.000853,0.037647,0.000853,0.018828
27,2,6,0.000314,0.942503,0.000314,0.037703,0.000314,0.018853
27,2,7,0.000118,0.943064,0.000116,0.037724,0.000116,0.018862
27,2,8,0.000075,0.943232,0.000048,0.03773,0.000051,0.018865
27,2,9,0.000052,0.943294,0.000026,0.037732,0.00003,0.018866
27,2,10,0.000024,0.943345,0.000012,0.037736,0.000014,0.018868
27,2,11,0.000016,0.943359,0.000005,0.037743,0.000006,0.018871
27,2,12,0.049267,0.826369,0.036179,0.033063,0.038592,0.016529
29,2,1,0.170928,0.456509,0.170928,0.019901,0.170928,0.010805
29,2,2,0.038139,0.834756,0.038139,0.033756,0.038139,0.017069
29,2,3,0.00851,0.919155,0.00851,0.036848,0.00851,0.018467
29,2,4,0.002318,0.936795,0.002318,0.037494,0.002318,0.018759
29,2,5,0.000853,0.940968,0.000853,0.037647,0.000853,0.018828
29,2,6,0.000314,0.942503,0.000314,0.037703,0.000314,0.018853
29,2,7,0.000115,0.943068,0.000115,0.037724,0.000115,0.018862
29,2,8,0.000042,0.943275,0.000042,0.037731,0.000042,0.018866
29,2,9,0.000016,0.943347,0.000016,0.037737,0.000016,0.018869
29,2,10,0.000006,0.943367,0.000006,0.037744,0.000006,0.018872
29,2,11,0.011506,0.926172,0.00253,0.037057,0.004207,0.018528
29,2,12,0.107352,0.7464,0.04274,0.029786,0.058968,0.014755
36,2,1,0.170929,0.456507,0.170929,0.019901,0.170929,0.010805
36,2,2,0.038145,0.834747,0.038141,0.033756,0.038142,0.017069
36,2,3,0.008536,0.919119,0.008515,0.036846,0.008518,0.018466
36,2,4,0.004968,0.932997,0.002786,0.037342,0.003223,0.018683
36,2,5,0.018746,0.910235,0.006964,0.036418,0.009425,0.018213
36,2,6,0.035809,0.883349,0.011155,0.035337,0.016681,0.01767
36,2,7,0.060201,0.841312,0.020196,0.033654,0.027811,0.016827
36,2,8,0.127322,0.736616,0.037739,0.029465,0.054126,0.014733
36,2,9,0.176331,0.64851,0.056596,0.025941,0.079653,0.01297
36,2,10,0.173332,0.638393,0.062736,0.025536,0.087234,0.012768
36,2,11,0.156209,0.660471,0.060797,0.026419,0.082894,0.013209
36,2,12,0.147693,0.665015,0.063675,0.026602,0.083713,0.013301
44,2,1,0.170928,0.456509,0.170928,0.019901,0.170928,0.010805
44,2,2,0.038139,0.834757,0.038139,0.033756,0.038139,0.017069
44,2,3,0.00851,0.919155,0.00851,0.036848,0.00851,0.018467
44,2,4,0.002318,0.936795,0.002318,0.037494,0.002318,0.018759
44,2,5,0.000853,0.940968,0.000853,0.037647,0.000853,0.018828
44,2,6,0.000314,0.942503,0.000314,0.037703,0.000314,0.018853
44,2,7,0.000116,0.943064,0.000115,0.037726,0.000116,0.018864
44,2,8,0.000159,0.943124,0.000047,0.037742,0.000056,0.018872
44,2,9,0.031761,0.89607,0.006895,0.035857,0.011489,0.017929
44,2,10,0.115452,0.728754,0.048009,0.028387,0.065008,0.014391
44,2,11,0.122685,0.670354,0.082429,0.019996,0.095191,0.009344
44,2,12,0.093102,0.726449,0.076956,0.01534,0.082442,0.005709
21,3,1,0.170928,0.456509,0.170928,0.019901,0.170928,0.010805
